time;STAT_AFSCD_DMAIRNORM_WERT;STAT_AFSCD_MAIRPERCYL_WERT;STAT_AIRCTL_MDESVAL_WERT;STAT_APPCD_RFLT_WERT;STAT_BATTCD_U_WERT;STAT_BPSCD_POUTVAL_WERT;STAT_COENG_TRQ_WERT;STAT_CRCTL_NUMGEAR_WERT;STAT_CTSCD_TCLNT_WERT;STAT_EGRCD_ROUT_WERT;STAT_ENG_NAVRG_CARB_WERT;STAT_FTSCD_TFUEL_WERT;STAT_GEARBX_STGEAR_WERT;STAT_IATSCD_TAIRCATS_WERT;STAT_LSU_RLMBD[0]_WERT;STAT_OXICCD_TPRE_WERT;STAT_PCR_PBDESLP_MP_WERT;STAT_PFLTCD_PPRE_WERT;STAT_RAILCD_PPEAK_WERT;STAT_RAIL_PSETPOINT_WERT
172;61.8747;442.204;449.968;0;14.6034;1050.89;14.8696;0;86.4574;14.49;677;20.9545;0;19.9473;6.32509;179.971;828.888;1000.89;270.298;269.993
437;61.8747;438.59;449.968;0;14.623;1050.89;16.9297;0;86.2559;14.24;675;20.9545;0;19.9473;6.36535;179.971;826.888;1000.89;270.298;269.993
687;62.9001;437.077;449.968;0;14.6034;1050.89;14.7552;0;86.2559;14.31;686;20.8538;0;20.048;6.2464;179.971;836.888;1000.89;272.495;269.993
968;62.1677;438.786;449.968;0;14.1711;1050.89;14.5263;0;86.2559;14.79;680;20.9545;0;20.048;6.28544;179.971;832.888;1000.89;265.873;269.993
1250;61.1911;438.981;449.968;0;14.3676;1050.89;18.9897;0;86.2559;14.71;669;20.8538;0;20.048;6.28544;179.971;820.888;1000.89;263.676;269.993
1515;61.1911;434.684;449.968;0;14.7188;1050.89;24.2541;0;86.2559;14.31;669;20.8538;0;20.048;6.16832;179.971;820.888;1000.89;270.298;269.993
1750;62.1677;440.397;449.968;0;14.6599;1050.89;22.1941;0;86.2559;14.35;681;20.8538;1;20.048;5.84319;179.971;833.888;1000.89;274.693;269.993
2031;62.6071;444.987;449.968;0;14.6992;1050.89;20.363;1;86.2559;14.31;684;20.9545;1;20.1487;5.80964;179.971;835.888;1000.89;272.495;269.993
2359;60.5075;438.493;449.968;0;14.6599;1050.89;29.4042;1;86.2559;14.37;660;20.9545;1;20.1487;5.94811;179.971;813.888;1000.89;272.495;269.993
2640;59.0914;442.497;449.968;0;14.5051;1050.89;45.7698;1;86.2559;14.39;644;20.9545;1;20.1487;5.55161;179.971;800.888;1000.89;265.873;269.993
2875;60.068;425.407;451.384;6.19861;14.6795;1050.89;76.4411;1;86.2559;14.26;665;20.9545;1;20.2495;4.60489;179.971;869.889;1000.89;272.495;278.782
3125;76.2793;435.368;489.666;9.11632;14.6034;1050.89;75.9833;1;86.2559;14.33;831;20.8538;1;20.1487;3.13174;179.971;1024.89;1000.89;272.495;280.094
3390;82.7735;445.28;543.963;12.5712;14.6992;1054.89;91.3189;1;86.2559;14.3;903;20.9545;1;20.2495;3.29766;179.971;1083.89;1000.89;314.183;322.484
3609;98.6918;456.169;612.177;14.4878;14.6992;1058.89;108.6;1;86.2559;14.35;1068;20.9545;1;20.2495;2.66448;179.971;1156.89;1000.89;377.996;375.768
3875;116.661;484.294;655.782;15.9284;14.6599;1084.89;121.075;1;86.2559;14.28;1240;20.9545;1;20.3502;2.32349;181.971;1262.9;1000.89;419.684;414.679
4140;131.163;507.293;679.61;17.723;14.6427;1118.89;124.851;1;86.2559;14.31;1327;20.9545;1;20.5516;2.1716;181.971;1329.9;1001.89;439.49;432.776
4406;143.077;537.078;733.176;22.3254;14.4265;1161.89;139.729;1;86.2559;14.55;1397;20.9545;1;20.6523;2.21064;183.971;1426.9;1001.89;474.677;499.183
4640;168.664;569.403;773.802;25.2553;14.4265;1221.9;152.776;1;86.2559;14.49;1555;21.0552;1;20.7531;1.83244;185.972;1540.9;1001.89;540.596;534.675
4875;184.484;619.502;753.586;26.5371;14.5641;1298.9;146.024;1;86.2559;14.47;1596;21.0552;1;20.9545;1.87758;188.973;1528.9;1001.89;529.579;518.684
5109;203.088;645.088;882.495;31.8354;14.5837;1379.9;181.73;1;86.2559;14.47;1688;21.0552;1;21.0552;2.04777;190.973;1744.9;1002.89;639.474;696.39
5343;257.581;726.389;915.113;32.9708;14.5837;1503.9;199.584;1;86.2559;14.49;1947;21.156;2;21.2567;1.68177;192.974;1835.9;1002.89;788.982;766.49
5578;300.404;835.766;884.302;33.2882;14.6034;1691.9;199.813;2;86.2559;14.35;2005;21.156;2;21.7435;1.94346;196.975;1822.9;1004.89;802.074;771.77
5828;346.987;896.265;931.373;35.8274;14.5837;1849.91;222.13;2;86.2559;14.41;2114;21.156;2;21.8442;2.1533;198.975;1915.91;1007.89;804.271;811.382
6062;406.168;994.509;941.969;37.0116;14.6795;2016.91;232.658;2;86.2559;5;2240;21.2567;2;22.3478;2.23016;204.977;1991.91;1008.89;832.867;836.987
6328;406.51;938.111;946.998;37.8173;14.623;2063.91;175.207;2;86.2559;5;2169;21.2567;2;22.65;2.88835;207.977;1980.91;1010.89;839.489;834.789
6593;363.003;852.367;951.979;38.7451;14.6034;1943.91;247.765;2;86.2559;14.35;2087;21.4581;2;22.8514;2.58823;211.978;1977.91;1010.89;819.683;832.867
6875;387.271;899.39;980.202;41.7971;14.5248;1926.91;284.616;2;86.2559;5;2233;21.5588;2;23.1536;2.04777;214.979;2047.91;1008.89;909.772;917.066
7140;415.006;967.897;983.18;41.907;14.6427;1990.91;284.616;2;86.0545;5;2303;21.5588;2;23.355;1.99836;217.98;2058.91;1008.89;938.367;924.177
7375;432.487;990.993;987.77;42.2733;14.6427;2046.91;285.875;2;86.0545;5;2333;21.6428;2;23.7579;2.06424;222.981;2064.91;1008.89;931.776;930.585
7609;454.899;1011.11;1017.8;45.3497;14.6034;2088.91;309.451;2;86.0545;5;2400;21.6428;2;24.0433;2.03435;225.982;2090.91;1007.89;953.779;974.073
7843;498.308;1096.07;1068;49.3783;14.6427;2169.91;352.482;2;86.0545;5;2534;21.6428;2;24.3455;1.85684;228.982;2115.91;1007.89;1048.26;1029.37
8093;491.863;1126.01;1060.38;48.6947;14.6599;2268.91;351.567;2;86.0545;5;2388;21.7435;2;24.8491;1.90259;234.984;2114.91;1008.89;1030.68;1012.59
8359;492.888;1034.99;1061.99;48.7069;14.5051;2187.91;349.621;2;86.0545;5;2483;21.7435;2;25.3527;1.89161;241.986;2112.91;1008.89;1010.88;1019.18
8609;504.168;1044.61;1067.07;49.7934;14.5248;2144.91;349.278;2;85.9538;5;2584;21.8442;3;25.5541;1.86355;245.987;2116.91;1007.89;1028.49;1039.29
8843;522.674;1088.6;1113.8;57.7286;14.3676;2157.91;408.789;3;85.9538;5;2681;21.8442;3;26.0578;1.68482;250.988;2144.91;1007.89;1188.98;1201.37
9093;532.489;1190.9;1114.38;59.5842;14.4265;2263.91;410.277;3;85.9538;5;2614;21.9449;3;26.6453;1.52073;257.99;2149.91;1007.89;1309.77;1259.97
9359;426.383;996.413;1113.99;59.2912;14.5051;2229.91;375.257;3;85.7523;5;2115;21.9449;3;27.1489;1.88856;264.991;2149.91;1007.89;1226.27;1229.48
9625;361.782;911.109;1107.89;59.0104;14.4658;2097.91;481.348;3;85.7523;5;1962;21.9449;3;27.5518;1.46278;268.992;2126.91;1009.89;1151.57;1165.97
9859;376.187;1020.29;1109.6;61.3544;14.4855;2144.91;506.983;3;85.6516;5;2015;22.0457;3;27.7532;1.28893;275.994;2149.91;1006.89;1206.47;1235.06
10093;413.297;1128.4;1112.38;68.081;14.5051;2263.91;578.855;3;85.6516;5;2098;22.0457;3;28.0554;1.20597;280.995;2149.91;1010.89;1290.09;1265.19
10343;475.993;1313.51;1114.77;72.4148;14.6034;2507.92;611.929;3;85.4502;5;2192;22.0457;3;28.4583;1.17913;286.997;2149.91;1008.89;1263.69;1255.79
10578;547.186;1390.81;1115.41;75.1982;14.623;2725.92;621.543;3;85.4502;5;2289;22.0457;3;29.0458;1.25782;294.999;2150.91;1009.89;1241.69;1270.19
10812;602.07;1459.31;1115.41;77.5422;14.6795;2875.92;639.282;3;85.2487;5;2390;22.0457;3;29.6502;1.29015;300;2154.91;1010.89;1300.98;1322.68
11062;642.598;1430.41;1115.41;61.745;14.5641;2917.92;567.753;3;85.148;5;2499;22.2471;3;30.4559;1.36579;314.003;2158.91;1011.89;1397.79;1358.57
11297;567.401;889.575;729.172;20.5796;14.6599;2451.91;170.4;3;85.148;5;2489;22.2471;4;30.8588;2.47904;321.005;1439.9;1005.89;740.58;522.59
11547;451.579;807.396;618.574;6.45498;14.5051;1999.91;2.62403;4;85.148;5;2481;22.2471;4;31.0435;6.36535;325.006;1147.89;1011.89;300.969;319.371
11750;389.273;787.571;610.908;4.05;14.4462;1845.91;-20.6083;4;84.9465;5;2338;22.3478;4;31.0435;13.8799;326.006;1168.89;1014.89;243.869;292.271
12000;299.77;748.703;587.47;2.49959;14.5051;1742.9;-17.5183;4;84.9465;5;1941;22.3478;4;31.1442;19.2187;322.005;1079.89;1012.89;241.672;291.996
12234;261.39;574.97;580.585;0.546308;14.4265;1610.9;-36.1728;4;84.9465;5;1846;22.2471;4;31.2449;16.3834;316.004;1068.89;1006.89;270.298;280.888
12468;211.194;488.982;578.193;0.033572;14.5051;1332.9;-44.7562;4;84.9465;5;1806;22.2471;4;31.0435;32.7485;305.001;1064.89;1004.89;281.284;281.376
12718;190.686;488.787;579.511;0;14.5248;1187.89;-44.4129;4;84.9465;5;1824;22.0457;4;30.8588;32.7485;297.999;1066.89;1003.89;285.679;281.071
12953;184.387;530.877;577.265;0;14.6034;1182.89;-45.0995;4;84.9465;5;1786;21.9449;4;30.6574;32.7485;291.998;1062.89;1003.89;283.482;281.59
13203;186.486;547.284;575.702;0;14.6034;1208.89;-45.3284;4;84.9465;5;1760;21.8442;4;30.5567;32.7485;286.997;1060.89;1003.89;281.284;281.895
13437;186.486;550.702;574.286;0;14.5837;1229.9;-45.3284;4;84.9465;5;1739;21.8442;4;30.5567;32.7485;282.996;1056.89;1003.89;281.284;282.169
13687;184.875;553.778;572.382;0;14.5641;1242.9;-45.6717;4;84.9465;5;1706;21.7435;4;30.4559;32.7485;275.994;1050.89;1003.89;281.284;282.597
13937;182.482;550.506;570.185;0;14.6034;1246.9;-45.9006;4;84.9465;5;1670;21.6428;4;30.4559;32.7485;270.993;1043.89;1003.89;279.087;282.993
14172;177.892;546.893;567.694;0;14.6427;1246.9;-46.1295;4;84.9465;5;1624;21.5588;4;30.3552;32.7485;264.991;1034.89;1003.89;281.284;283.482
14422;171.984;543.084;564.667;0;14.6034;1242.9;-46.4729;4;85.148;5;1579;21.5588;4;30.2545;32.7485;260.99;1024.89;1003.89;283.482;284.092
14656;167.492;540.692;562.47;0;14.6427;1238.9;-46.7018;4;85.148;5;1539;21.4581;4;30.1538;32.7485;253.989;1017.89;1003.89;281.284;284.58
14937;159.093;524.676;558.807;0;14.5837;1225.9;-46.9306;4;85.148;5;1479;21.2567;4;29.9523;32.7485;247.987;1008.89;1003.89;283.482;285.679
15218;152.892;516.375;555.975;0;14.5641;1212.89;-46.7018;4;85.2487;5;1431;21.2567;4;29.9523;32.7485;243.986;1006.89;1003.89;285.679;287.083
15468;144.786;514.666;552.606;0;14.5641;1204.89;-46.7018;4;85.2487;5;1376;21.2567;4;29.7509;32.7485;237.985;1003.89;1003.89;287.876;288.792
15703;139.073;507.586;549.969;0;14.5837;1195.89;-46.5873;4;85.4502;5;1329;21.156;4;29.6502;32.7485;233.984;1001.89;1003.89;287.876;290.196
15953;131.798;505.877;546.698;0;14.6034;1182.89;-46.5873;4;85.4502;5;1276;21.156;4;29.5494;32.7485;229.983;999.891;1003.89;287.876;291.783
16187;124.962;500.603;543.378;0;14.6034;1174.89;-46.5873;4;85.6516;5;1223;21.156;4;29.4487;32.7485;224.982;996.891;1003.89;294.468;293.37
16422;118.76;501.189;540.594;0;14.6427;1161.89;-46.4729;4;85.6516;5;1173;21.0552;4;29.348;32.7485;220.981;993.891;1003.89;292.271;294.895
16656;112.266;493.572;537.274;0;14.6599;1152.89;-46.1295;4;85.6516;5;1121;21.0552;4;29.2473;32.7485;215.979;990.891;1003.89;294.468;296.391
16890;106.065;489.08;534.295;0;14.6795;1140.89;-45.9006;4;85.7523;5;1066;21.0552;3;29.0458;32.7485;213.979;987.891;1003.89;296.696;298.069
17140;100.694;483.367;531.463;0;14.7385;1131.89;-45.6717;3;85.7523;5;1024;21.0552;3;28.9451;32.7485;209.978;985.891;1003.89;298.893;299.29
17422;92.4905;472.771;516.082;0;14.6795;1118.89;-44.8706;3;85.9538;5;953;21.0552;3;28.7437;32.7485;205.977;985.891;1003.89;298.893;292.881
17734;100.596;459.392;532.782;0;14.6034;1105.89;-45.4429;3;85.9538;5;1054;21.0552;3;28.643;32.7485;200.976;986.891;1003.89;298.893;298.375
18015;105.967;472.966;536.59;0;14.6795;1097.89;-45.9006;3;86.0545;5;1114;21.0552;3;28.5422;32.7485;198.975;989.891;1003.89;298.893;296.696
18265;106.602;472.478;536.981;0;14.6795;1097.89;-46.0151;3;86.0545;5;1115;21.0552;3;28.4583;32.7485;196.975;990.891;1003.89;298.893;296.574
18515;103.575;476.677;535.076;0;14.6992;1101.89;-42.6962;3;86.0545;5;1085;21.0552;3;28.3576;32.7485;195.975;988.891;1003.89;298.893;297.49
18765;106.993;482.292;536.883;3.59831;14.6795;1097.89;-27.3605;3;86.2559;5;1120;21.0552;3;28.3576;32.7485;193.974;990.891;1003.89;292.271;296.391
19000;111.778;485.564;539.569;3.95234;14.5837;1101.89;-24.0417;3;86.2559;5;1160;21.0552;3;28.1561;19.2187;192.974;992.891;1003.89;292.271;295.17
19250;112.364;479.9;539.569;3.97676;14.5641;1105.89;-23.9272;3;86.2559;5;1162;21.0552;3;28.1561;14.6967;191.973;992.891;1002.89;296.696;295.17
19484;113.487;483.171;540.008;5.31964;14.6034;1105.89;-19.235;3;86.2559;5;1169;21.0552;3;28.1561;14.2764;190.973;993.891;1002.89;296.696;294.987
19765;118.565;483.464;545.477;11.1184;14.623;1114.89;13.0385;3;86.4574;5;1207;21.0552;3;28.0554;10.5201;189.973;1006.89;1002.89;303.196;303.288
20047;122.374;491.179;555.194;14.4268;14.5641;1118.89;35.1264;3;86.4574;5;1229;21.0552;3;28.0554;7.40235;188.973;1029.89;1002.89;318.577;319.768
20281;130.479;492.4;663.692;22.2643;14.4069;1131.89;99.1012;3;86.4574;5;1329;21.0552;3;28.0554;4.44141;188.973;1289.9;1002.89;388.982;418.676
20547;137.609;543.573;788.108;29.1741;14.5248;1174.89;159.528;3;86.4574;5;1358;21.156;3;28.0554;2.30763;187.973;1491.9;1002.89;531.776;537.269
20812;145.275;577.704;852.367;35.8152;14.6599;1234.9;234.719;3;86.5581;5;1391;21.156;3;28.1561;1.44204;188.973;1784.9;1003.89;766.978;750.377
21078;152.99;619.697;844.994;38.9893;14.6427;1315.9;239.983;3;86.5581;5;1371;21.156;3;28.1561;1.12789;190.973;1777.9;1003.89;727.366;675.882
21312;168.908;633.809;874.878;40.8449;14.5051;1375.9;243.645;3;86.5581;5;1448;21.2567;3;28.3576;1.32126;193.974;1831.9;1004.89;709.788;707.468
21562;188.488;700.07;905.298;40.7839;14.5641;1473.9;281.755;3;86.5581;5;1510;21.2567;3;28.4583;1.2627;197.975;1885.91;1003.89;775.768;806.469
21843;210.071;753;921.705;40.2956;14.4658;1597.9;299.952;3;86.5581;5;1550;21.4581;3;28.5422;1.19621;202.976;1875.91;1003.89;892.285;832.684
22109;226.282;783.372;898.999;40.7717;14.5837;1712.9;300.181;3;86.5581;5;1557;21.5588;3;28.643;1.38897;213.979;1848.91;1004.89;810.894;800.487
22375;246.204;807.201;928.297;45.313;14.4855;1802.9;318.263;3;86.5581;5;1611;21.5588;3;28.8444;1.54879;223.981;1899.91;1004.89;799.968;889.264
22656;273.402;928.589;1030.2;50.7334;14.5051;1939.91;399.977;3;86.5581;5;1659;21.6428;3;28.9451;1.29015;230.983;1959.91;1005.89;1063.67;1025.37
22906;306.264;977.272;1097.2;54.0418;14.5641;2080.91;447.128;3;86.7428;5;1730;21.7435;3;29.0458;1.30174;239.985;1959.91;1008.89;1098.89;1060.38
23156;341.567;1002.47;1100.18;53.9807;14.5248;2208.91;443.81;3;86.7428;5;1800;21.7435;3;29.4487;1.41886;248.987;1995.91;1009.89;1085.68;1071.97
23422;369.302;1054.28;1103.69;56.1782;14.623;2293.91;463.723;3;86.7428;5;1872;21.7435;3;29.5494;1.46705;254.989;2051.91;1010.89;1122.97;1118.09
23687;397.672;1093.39;1106.08;56.0195;14.623;2387.91;463.608;3;86.7428;5;1933;21.8442;3;29.8516;1.49084;261.991;2094.91;1011.89;1136.19;1137.07
23953;419.401;1093.09;1108.57;55.1405;14.5248;2422.91;445.87;3;86.7428;5;1998;21.8442;3;30.1538;1.59576;268.992;2142.91;1012.89;1116.38;1121.78
24234;429.899;1078.01;1111.31;54.4813;14.623;2387.91;438.431;3;86.7428;5;2069;21.8442;3;30.5567;1.59576;274.994;2149.91;1009.89;1109.79;1104.48
24515;434.391;1037.77;1105.3;53.4314;14.5641;2328.91;420.119;3;86.7428;5;2133;21.9449;3;30.7581;1.65371;278.995;2146.91;1009.89;1083.48;1084.09
24797;433.268;1007.01;1013.8;44.9224;14.5837;2259.91;355.344;3;86.7428;5;2172;21.9449;3;31.0435;1.71654;283.996;2093.91;1008.89;1006.48;936.17
25062;408.072;876.001;960.279;39.7218;14.6427;2071.91;273.973;3;86.8435;5;2208;22.0457;4;31.2449;2.07766;287.997;2015.91;1007.89;824.078;848.767
25328;388.687;864.184;952.565;38.7451;14.6034;1956.91;251.885;4;86.8435;5;2231;22.0457;4;31.3457;2.1716;290.998;2009.91;1007.89;821.88;846.478
25593;386.295;861.401;953.395;38.8428;14.5248;1904.91;251.313;4;86.8435;5;2279;22.0457;4;31.5471;2.0984;293.998;2021.91;1008.89;839.489;853.68
25875;341.274;857.201;954.908;39.2945;14.5248;1892.91;209.77;4;87.0449;5;2031;22.0457;4;31.8493;2.21064;296.999;1987.91;1007.89;846.081;821.667
26140;289.809;772.971;938.306;39.7218;14.5837;1828.9;275.346;4;87.0449;5;1831;22.0457;4;32.0507;1.9215;299;1922.91;1006.89;810.894;842.175
26406;283.265;812.669;938.404;40.2467;14.6034;1823.9;284.273;4;87.0449;5;1787;22.0457;4;32.0507;1.74094;300;1920.91;1006.89;863.69;861.37
26672;282.972;805.589;938.209;40.32;14.6034;1823.9;284.273;4;87.0449;5;1787;22.2471;4;32.1514;1.73484;304.001;1919.91;1005.89;868.084;861.676
26953;282.972;803.099;939.478;40.381;14.5051;1823.9;286.219;4;87.0449;5;1790;22.2471;4;32.2522;1.73179;306.001;1921.91;1005.89;874.676;865.582
27203;286.781;810.081;939.185;40.2589;14.5641;1832.9;282.9;4;87.0449;5;1803;22.2471;4;32.2522;1.74948;310.002;1925.91;1005.89;863.69;854.779
27468;290.101;819.066;937.769;39.9171;14.5248;1840.9;281.183;4;87.2464;5;1818;22.2471;4;32.3529;1.75558;314.003;1920.91;1004.89;854.87;836.865
27718;294.594;815.892;939.478;39.795;14.5641;1849.91;277.635;4;87.2464;5;1833;22.2471;4;32.3529;1.7934;316.004;1927.91;1006.89;826.275;828.594
27968;297.67;818.578;939.283;39.8316;14.5837;1862.91;277.864;4;87.2464;5;1846;22.2471;4;32.4536;1.80987;320.005;1926.91;1005.89;821.88;824.993
28203;302.162;824.779;940.113;39.8072;14.5248;1870.91;276.72;4;87.2464;5;1862;22.2471;4;32.5543;1.80682;322.005;1931.91;1005.89;819.683;823.467
28437;306.996;828.881;943.287;39.8439;14.6795;1879.91;275.461;4;87.2464;5;1875;22.2471;4;32.5543;1.84647;324.006;1944.91;1007.89;821.88;821.178
28672;310.073;834.105;942.799;39.734;14.5837;1887.91;275.69;4;87.2464;5;1887;22.2471;4;32.655;1.82939;326.006;1943.91;1005.89;817.486;814.464
28906;312.074;830.883;941.285;39.3433;14.6599;1892.91;270.196;4;87.2464;14.39;1899;22.2471;4;32.7558;1.89588;327.006;1935.91;1006.89;837.292;849.591
29156;315.492;850.072;941.676;39.3433;14.6599;1900.91;270.082;4;87.3471;14.46;1915;22.2471;4;32.7558;1.91052;329.007;1937.91;1006.89;852.673;855.481
29406;320.961;860.668;941.285;39.0992;14.7188;1917.91;268.022;4;87.3471;14.3;1926;22.2471;4;32.8565;1.93248;330.007;1935.91;1008.89;850.476;853.375
29672;326.87;862.768;941.578;39.1236;14.6795;1930.91;265.39;4;87.3471;14.39;1939;22.2471;4;32.9572;1.96664;331.007;1937.91;1008.89;846.081;853.375
29937;329.604;853.295;895.093;34.2038;14.6427;1934.91;233.46;4;87.3471;15.69;1948;22.2471;4;33.0579;2.01056;332.008;1811.9;1007.89;835.095;821.575
30218;321.889;796.312;796.995;29.1619;14.623;1879.91;163.992;4;87.3471;19.13;1951;22.3478;5;33.0579;2.54248;332.008;1680.9;1006.89;720.774;719.767
30468;307.973;765.501;752.073;26.3418;14.6599;1798.9;139.386;5;87.5485;20.1;1945;22.3478;5;33.1586;2.90421;331.007;1580.9;1008.89;639.474;628.488
